03:04:25 :DoB`!DuB@66-219-213-203.dynamic.ip.veracitynetworks.com NICK :DuB`zZz
06:59:27 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
07:25:35 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
07:28:29 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
10:06:05 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
10:31:52 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
14:06:48 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
14:06:52 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
14:19:50 :Emily!~HoMM@mobile-access-5d6a33-168.dhcp.inet.fi NICK :Emily_birthday
14:45:02 :DoT`!~Dot@94.9.42.184 NICK :DoT`-afk
15:12:48 :DoT`-afk!~Dot@94.9.42.184 NICK :DoT`
15:21:05 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
15:21:10 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
18:17:12 :Emily_birthday_!~HoMM@mobile-access-5d6a33-168.dhcp.inet.fi NICK :Emily_birthday
18:37:58 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:39:04 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
18:46:13 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:47:26 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:00:20 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:00:46 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:11:56 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:13:54 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:18:28 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:18:43 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:27:53 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:30:08 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:40:24 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:42:01 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:46:04 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:46:09 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:03:44 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:04:51 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:17:56 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:18:46 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:24:15 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:25:22 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:32:14 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:33:47 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:43:13 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:45:29 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:49:12 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:50:03 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:56:26 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:58:55 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
21:18:17 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
21:19:55 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
21:33:49 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
21:35:39 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
21:42:52 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
21:43:49 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
21:48:50 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
21:50:00 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
21:57:52 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
21:58:59 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
22:01:41 :Emily_birthday!~HoMM@mobile-access-5d6a33-168.dhcp.inet.fi NICK :Emily
23:26:08 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
23:50:48 :Micen!~Micen@h173.244.17.98.dynamic.ip.windstream.net NICK :Micen|stream
