02:12:34 :BioGone!~Bio@108-72-10-1.lightspeed.stlsmo.sbcglobal.net NICK :BioSC
03:15:42 :DuB`!DuB@66-219-213-203.dynamic.ip.veracitynetworks.com NICK :DuB`zZz
03:42:04 :BioSC!~Bio@108-72-10-1.lightspeed.stlsmo.sbcglobal.net NICK :BioSleep
07:10:24 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
07:10:45 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
07:15:50 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
07:17:09 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
07:25:32 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
07:39:24 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
12:05:10 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
12:06:47 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
12:46:05 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
12:46:16 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
13:18:17 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
13:19:29 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
14:05:57 :DoT`!~Dot@94.9.42.184 NICK :DoT`-afk
14:38:29 :DoT`-afk!~Dot@94.9.42.184 NICK :DoT`
14:59:09 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:17:16 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
18:33:50 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:40:59 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
18:49:34 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:50:26 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:18:33 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:18:38 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:45:14 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:50:09 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:54:11 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:55:30 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:00:11 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:01:39 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:11:38 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:11:46 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:38:10 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
