02:42:50 :BioClass!~Bio@108-72-8-48.lightspeed.stlsmo.sbcglobal.net NICK :BioSC
02:43:26 :Camail!~Camail@38.69.8.163 NICK :camail
03:29:46 :DuB`!~DuB@66-219-213-203.dynamic.ip.veracitynetworks.com NICK :DuB`zZz
13:27:26 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
17:31:10 :BioSC!~Bio@108-72-8-48.lightspeed.stlsmo.sbcglobal.net NICK :BioSKOOL
17:48:01 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
18:18:15 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:09:00 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:11:19 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:30:37 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:30:43 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:40:38 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:40:45 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:45:37 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
19:45:42 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
19:57:10 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:00:39 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:06:40 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:15:40 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:24:28 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:30:39 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
20:41:37 :Yoltphone!~Yoltphone@163.172.13.223 NICK :Yoltphone-afk
20:47:27 :BioSKOOL!~Bio@108-72-8-48.lightspeed.stlsmo.sbcglobal.net NICK :Bio
21:49:45 :Yoltphone-afk!~Yoltphone@163.172.13.223 NICK :Yoltphone
23:59:27 :DuB`!DuB@66-219-213-203.dynamic.ip.veracitynetworks.com NICK :DuB`off
